iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,repair_created_correct_answer,effective_calls,helpful_intervention,harmful_intervention,final_answer
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-constraint-03,constraint,0,10,13,0,1,0,,0,15,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Z"",""J7"":""Y"",""J8"":""Y"",""J9"":""X""},""total_cost"":153}"
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-constraint-04,constraint,1,13,13,1,1,0,,0,15,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""Y"",""J8"":""Z"",""J9"":""Y""},""total_cost"":156}"
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-logic-01,logic,0,16,17,0,0,0,,0,15,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-logic-02,logic,0,11,17,0,1,0,,0,15,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-logic-03,logic,0,6,17,0,0,0,,0,15,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
2,plurality-15-replication,Fifteen-Vote Plurality Replication,cal-t4-logic-04,logic,0,11,17,0,0,0,,0,15,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,7,0,0,"{""answer"":[0,0,0]}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,7,0,0,"{""answer"":[-1,-1,-1]}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-sequence-03,sequence,1,3,3,0,1,3,1,0,10,1,0,"{""answer"":[99,6,56]}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-sequence-04,sequence,0,0,3,0,1,0,,0,7,0,0,"{""answer"":[0,0,0]}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-constraint-01,constraint,1,13,13,0,1,3,1,0,10,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""Z"",""J3"":""X"",""J4"":""W"",""J5"":""X"",""J6"":""X"",""J7"":""W"",""J8"":""Y"",""J9"":""Z""},""total_cost"":153}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-constraint-02,constraint,0,7,13,0,0,3,0,0,10,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""X"",""J3"":""Z"",""J4"":""Z"",""J5"":""Y"",""J6"":""W"",""J7"":""X"",""J8"":""Z"",""J9"":""W""},""total_cost"":134}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-constraint-03,constraint,1,13,13,0,1,3,1,0,10,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Y"",""J9"":""X""},""total_cost"":167}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,0,10,1,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""Y"",""J8"":""Z"",""J9"":""Y""},""total_cost"":156}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-logic-01,logic,0,13,17,0,0,3,0,0,10,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-logic-02,logic,0,15,17,0,1,3,1,0,10,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-logic-03,logic,0,11,17,0,0,3,0,0,10,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
2,repair-combined-7x3,Seven Solvers plus Three Conservative Repairers,cal-t4-logic-04,logic,0,12,17,0,0,3,0,0,10,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,11,0,0,"{""answer"":[0,0,0]}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-sequence-02,sequence,0,0,3,0,0,3,0,0,14,0,0,"{""answer"":[51,84,52]}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-sequence-03,sequence,1,3,3,0,1,3,1,0,14,1,0,"{""answer"":[99,6,56]}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-sequence-04,sequence,0,0,3,0,1,0,,0,11,0,0,"{""answer"":[0,0,0]}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-constraint-01,constraint,1,13,13,0,1,3,1,0,14,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""Z"",""J3"":""X"",""J4"":""W"",""J5"":""X"",""J6"":""X"",""J7"":""W"",""J8"":""Y"",""J9"":""Z""},""total_cost"":153}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-constraint-02,constraint,0,3,13,0,0,3,0,0,14,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""X"",""J12"":""X"",""J2"":""Y"",""J3"":""Z"",""J4"":""Z"",""J5"":""Z"",""J6"":""W"",""J7"":""X"",""J8"":""Y"",""J9"":""W""},""total_cost"":132}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-constraint-03,constraint,1,13,13,0,1,3,1,0,14,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Y"",""J9"":""X""},""total_cost"":167}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-constraint-04,constraint,1,13,13,1,1,3,1,0,14,0,0,"{""answer"":{""J1"":""X"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""Y"",""J8"":""Z"",""J9"":""Y""},""total_cost"":156}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-logic-01,logic,0,12,17,0,0,3,0,0,14,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-logic-02,logic,0,9,17,0,1,3,0,0,14,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-logic-03,logic,0,11,17,0,0,3,0,0,14,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
2,choice-falsify-combined-11x3,Eleven Solvers plus Three Consensus Falsifiers,cal-t4-logic-04,logic,0,11,17,0,0,3,0,0,14,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
