iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
28,direct-1,Direct One,cal-t4-logic-03,logic,0,11,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,direct-1,Direct One,cal-t4-logic-04,logic,0,10,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
28,plurality-5,Five-Vote Plurality,cal-t4-sequence-01,sequence,1,3,3,1,1,0,,1,0,0,5,5,0,0,0,"{""answer"":[89,47,83]}"
28,plurality-5,Five-Vote Plurality,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,0,0,5,2,0,0,0,"{""answer"":[-1,-1,-1]}"
28,plurality-5,Five-Vote Plurality,cal-t4-sequence-03,sequence,1,3,3,1,1,0,,1,0,0,5,3,0,0,0,"{""answer"":[50,67,60]}"
28,plurality-5,Five-Vote Plurality,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,5,3,0,0,0,"{""answer"":[0,0,0]}"
28,plurality-5,Five-Vote Plurality,cal-t4-constraint-01,constraint,0,3,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""Y"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""Z"",""J6"":""X"",""J7"":""Y"",""J8"":""X"",""J9"":""Z""},""total_cost"":174}"
28,plurality-5,Five-Vote Plurality,cal-t4-constraint-02,constraint,0,3,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Z"",""J11"":""W"",""J12"":""X"",""J2"":""Y"",""J3"":""X"",""J4"":""X"",""J5"":""Z"",""J6"":""Z"",""J7"":""Y"",""J8"":""W"",""J9"":""Y""},""total_cost"":198}"
28,plurality-5,Five-Vote Plurality,cal-t4-constraint-03,constraint,0,7,13,0,0,0,,0,0,0,5,4,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""Z"",""J2"":""X"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""Z"",""J8"":""W"",""J9"":""Y""},""total_cost"":137}"
28,plurality-5,Five-Vote Plurality,cal-t4-constraint-04,constraint,0,6,13,0,1,0,,1,0,0,5,5,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""X"",""J2"":""X"",""J3"":""Z"",""J4"":""Z"",""J5"":""Y"",""J6"":""X"",""J7"":""W"",""J8"":""W"",""J9"":""Y""},""total_cost"":137}"
28,plurality-5,Five-Vote Plurality,cal-t4-logic-01,logic,0,8,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,plurality-5,Five-Vote Plurality,cal-t4-logic-02,logic,0,8,17,0,1,0,,1,0,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,plurality-5,Five-Vote Plurality,cal-t4-logic-03,logic,0,11,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,plurality-5,Five-Vote Plurality,cal-t4-logic-04,logic,0,10,17,0,1,0,,1,0,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-sequence-01,sequence,1,3,3,0,1,1,1,1,0,0,10,5,1,1,0,"{""answer"":[89,47,83]}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-sequence-02,sequence,1,3,3,0,1,1,1,1,0,0,10,3,1,1,0,"{""answer"":[13,3,19]}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-sequence-03,sequence,0,1,3,0,1,1,1,1,0,0,10,5,1,0,0,"{""answer"":[50,49,42]}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-sequence-04,sequence,0,0,3,0,0,1,0,0,0,0,10,3,1,0,0,"{""answer"":[86,12,68]}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-constraint-01,constraint,0,5,13,0,0,1,0,0,0,0,10,9,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""Z"",""J6"":""X"",""J7"":""Y"",""J8"":""X"",""J9"":""Z""},""total_cost"":160}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-constraint-02,constraint,1,13,13,0,1,1,1,1,0,0,10,9,1,1,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""Z"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""X"",""J8"":""W"",""J9"":""Y""},""total_cost"":193}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-constraint-03,constraint,0,10,13,0,0,1,0,0,0,0,10,7,1,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""Z"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""Y"",""J8"":""W"",""J9"":""Y""},""total_cost"":136}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-constraint-04,constraint,1,13,13,0,1,1,1,1,0,0,10,9,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Z"",""J5"":""Y"",""J6"":""W"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":128}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-logic-01,logic,0,8,17,0,0,1,0,0,0,0,10,9,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-logic-02,logic,1,17,17,1,1,1,1,1,0,0,10,8,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-logic-03,logic,0,14,17,0,0,1,0,0,0,0,10,9,1,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,choose-falsify-9x1-full-bank,Nine-Bank One-Selector Falsifying Selection,cal-t4-logic-04,logic,1,17,17,0,1,1,1,1,0,0,10,9,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-01,sequence,1,3,3,1,1,3,1,1,0,0,8,5,2,0,0,"{""answer"":[89,47,83]}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-02,sequence,0,0,3,0,0,3,0,0,0,0,8,2,2,0,0,"{""answer"":[0,0,0]}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-03,sequence,1,3,3,1,1,3,1,1,0,0,8,3,1,0,0,"{""answer"":[50,67,60]}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-04,sequence,0,0,3,0,0,3,0,0,0,0,8,3,1,0,0,"{""answer"":[86,12,68]}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-01,constraint,0,5,13,0,0,3,0,0,0,0,8,5,2,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""Z"",""J6"":""X"",""J7"":""Y"",""J8"":""X"",""J9"":""Z""},""total_cost"":160}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-02,constraint,0,10,13,0,0,3,0,0,0,0,8,5,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":195}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-03,constraint,0,10,13,0,0,3,0,1,0,0,8,4,2,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""Z"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""Y"",""J8"":""W"",""J9"":""Y""},""total_cost"":136}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,1,0,0,8,5,2,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Z"",""J5"":""Y"",""J6"":""W"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":128}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-01,logic,0,7,17,0,0,3,0,0,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-02,logic,0,9,17,0,1,3,1,1,0,0,8,5,3,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-03,logic,0,11,17,0,0,3,0,0,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
28,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-04,logic,1,17,17,0,1,3,1,1,0,0,8,5,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-01,sequence,1,3,3,1,1,1,1,1,0,0,6,5,1,0,0,"{""answer"":[89,47,83]}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-02,sequence,1,3,3,0,0,1,0,1,0,1,6,2,1,1,0,"{""answer"":[13,3,19]}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-03,sequence,1,3,3,1,1,1,1,1,0,0,6,3,1,0,0,"{""answer"":[50,67,60]}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-04,sequence,0,0,3,0,0,1,0,0,0,0,6,3,1,0,0,"{""answer"":[86,12,68]}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-01,constraint,0,7,13,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""X"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""Z"",""J8"":""Y"",""J9"":""Z""},""total_cost"":160}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-02,constraint,0,10,13,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":195}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-03,constraint,0,8,13,0,0,1,0,0,0,0,6,4,1,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""Z"",""J2"":""X"",""J3"":""Z"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""Y"",""J8"":""W"",""J9"":""Y""},""total_cost"":127}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-04,constraint,1,13,13,0,1,1,1,1,0,0,6,5,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Z"",""J5"":""Y"",""J6"":""W"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":128}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-01,logic,0,8,17,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-02,logic,1,17,17,0,1,1,1,1,0,0,6,5,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-03,logic,0,12,17,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
28,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-04,logic,1,17,17,0,1,1,1,1,0,0,6,5,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-01,sequence,1,3,3,1,1,4,1,1,0,0,9,5,3,0,0,"{""answer"":[89,47,83]}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-02,sequence,0,0,3,0,0,4,0,0,0,0,9,2,2,0,0,"{""answer"":[34,82,67]}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-03,sequence,0,0,3,1,1,4,1,1,0,0,9,3,2,0,1,"{""answer"":[-1,-1,-1]}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-04,sequence,0,0,3,0,0,4,1,1,1,0,9,3,4,0,0,"{""answer"":[86,12,68]}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-01,constraint,0,7,13,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""J1"":""W"",""J10"":""X"",""J11"":""Z"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""Z"",""J8"":""Y"",""J9"":""Z""},""total_cost"":160}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-02,constraint,0,10,13,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""Y"",""J5"":""X"",""J6"":""X"",""J7"":""X"",""J8"":""Z"",""J9"":""Y""},""total_cost"":195}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-03,constraint,0,11,13,0,0,4,0,0,0,0,9,4,4,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""Y"",""J2"":""Y"",""J3"":""Z"",""J4"":""X"",""J5"":""W"",""J6"":""X"",""J7"":""X"",""J8"":""W"",""J9"":""Z""},""total_cost"":135}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-04,constraint,0,12,13,0,1,4,1,1,0,0,9,5,4,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""W"",""J12"":""X"",""J2"":""Z"",""J3"":""Y"",""J4"":""Z"",""J5"":""Y"",""J6"":""W"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":126}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-01,logic,0,7,17,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-02,logic,0,10,17,0,1,4,1,1,0,0,9,5,4,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-03,logic,0,10,17,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""liar""}}"
28,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-04,logic,1,17,17,0,1,4,1,1,0,0,9,5,4,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
