iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
7,direct-1,Direct One,cal-t4-logic-03,logic,0,9,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
7,direct-1,Direct One,cal-t4-logic-04,logic,0,8,17,0,0,0,,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
7,plurality-5,Five-Vote Plurality,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,5,4,0,0,0,"{""answer"":[0,0,0]}"
7,plurality-5,Five-Vote Plurality,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,5,2,0,0,0,"{""answer"":[-1,-1,-1]}"
7,plurality-5,Five-Vote Plurality,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,5,2,0,0,0,"{""answer"":[0,0,0]}"
7,plurality-5,Five-Vote Plurality,cal-t4-sequence-04,sequence,0,0,3,0,1,0,,0,5,4,0,0,0,"{""answer"":[0,0,0]}"
7,plurality-5,Five-Vote Plurality,cal-t4-constraint-01,constraint,0,6,13,0,0,0,,0,5,5,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""W"",""J2"":""Y"",""J3"":""Z"",""J4"":""Z"",""J5"":""Y"",""J6"":""X"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":203}"
7,plurality-5,Five-Vote Plurality,cal-t4-constraint-02,constraint,0,3,13,0,1,0,,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""Y"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""X"",""J4"":""Z"",""J5"":""W"",""J6"":""X"",""J7"":""Y"",""J8"":""Y"",""J9"":""Z""},""total_cost"":107}"
7,plurality-5,Five-Vote Plurality,cal-t4-constraint-03,constraint,0,10,13,0,0,0,,0,5,5,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Z"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""Y"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":169}"
7,plurality-5,Five-Vote Plurality,cal-t4-constraint-04,constraint,0,8,13,0,1,0,,0,5,5,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""X"",""J11"":""Z"",""J12"":""Y"",""J2"":""Y"",""J3"":""Z"",""J4"":""W"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":167}"
7,plurality-5,Five-Vote Plurality,cal-t4-logic-01,logic,0,12,17,0,0,0,,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,plurality-5,Five-Vote Plurality,cal-t4-logic-02,logic,0,9,17,0,1,0,,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
7,plurality-5,Five-Vote Plurality,cal-t4-logic-03,logic,0,9,17,0,0,0,,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
7,plurality-5,Five-Vote Plurality,cal-t4-logic-04,logic,0,8,17,0,1,0,,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-01,sequence,0,0,3,0,0,3,0,0,8,4,2,0,0,"{""answer"":[17,8,86]}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-02,sequence,0,0,3,0,0,3,0,0,8,2,3,0,0,"{""answer"":[-1,-1,-1]}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-03,sequence,0,0,3,0,0,3,0,0,8,2,3,0,0,"{""answer"":[-1,-1,-1]}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-04,sequence,0,1,3,0,1,3,1,0,8,4,2,0,0,"{""answer"":[20,70,54]}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-01,constraint,0,4,13,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":200}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-02,constraint,1,13,13,0,1,3,1,0,8,5,2,1,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Y"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""Z"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":113}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-03,constraint,1,13,13,0,0,3,0,1,8,5,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""Z"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":188}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""Y"",""J3"":""Z"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":152}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-01,logic,0,12,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-02,logic,1,17,17,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-03,logic,0,14,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
7,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-04,logic,1,17,17,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-sequence-01,sequence,0,0,3,0,0,3,0,0,8,4,1,0,0,"{""answer"":[17,8,86]}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-sequence-02,sequence,0,0,3,0,0,3,0,0,8,2,1,0,0,"{""answer"":[0,0,0]}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-sequence-03,sequence,0,0,3,0,0,3,0,0,8,2,2,0,0,"{""answer"":[0,0,0]}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-sequence-04,sequence,1,3,3,0,1,3,1,0,8,4,2,1,0,"{""answer"":[20,87,20]}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-constraint-01,constraint,0,4,13,0,0,3,0,0,8,5,1,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":200}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-constraint-02,constraint,1,13,13,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Y"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""Z"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":113}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-constraint-03,constraint,0,4,13,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""J1"":""X"",""J10"":""X"",""J11"":""Y"",""J12"":""W"",""J2"":""W"",""J3"":""Z"",""J4"":""Y"",""J5"":""Z"",""J6"":""Y"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":199}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""Y"",""J3"":""Z"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":152}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-logic-01,logic,0,8,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-logic-02,logic,1,17,17,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-logic-03,logic,0,9,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
7,choose-falsify-5x3,Five-Bank Falsifying Selection,cal-t4-logic-04,logic,1,17,17,0,1,3,1,0,8,5,2,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-sequence-01,sequence,0,0,3,0,0,3,0,0,8,4,1,0,0,"{""answer"":[17,8,86]}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-sequence-02,sequence,0,0,3,0,0,0,,0,5,2,0,0,0,"{""answer"":[-1,-1,-1]}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-sequence-03,sequence,0,0,3,0,0,0,,0,5,2,0,0,0,"{""answer"":[0,0,0]}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-sequence-04,sequence,0,1,3,0,1,3,1,0,8,4,2,0,0,"{""answer"":[20,70,54]}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-constraint-01,constraint,0,4,13,0,0,3,0,0,8,5,2,0,0,"{""answer"":{""J1"":""Z"",""J10"":""W"",""J11"":""Y"",""J12"":""W"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":200}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-constraint-02,constraint,1,13,13,0,1,3,1,0,8,5,2,1,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Y"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""Z"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""Y""},""total_cost"":113}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-constraint-03,constraint,1,13,13,0,0,3,0,1,8,5,2,1,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""Z"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":188}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""Y"",""J3"":""Z"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":152}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-logic-01,logic,0,12,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-logic-02,logic,1,17,17,0,1,3,1,0,8,5,1,1,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-logic-03,logic,0,13,17,0,0,3,0,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""liar""}}"
7,repair-falsify-5x3-majority-gated,Majority-Gated Falsifying Repair,cal-t4-logic-04,logic,0,15,17,0,1,3,1,0,8,5,3,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-sequence-01,sequence,0,0,3,0,1,3,0,0,12,7,1,0,0,"{""answer"":[37,84,16]}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-sequence-02,sequence,0,0,3,0,0,3,0,0,12,3,2,0,0,"{""answer"":[-1,-1,-1]}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-sequence-03,sequence,0,0,3,0,1,3,0,0,12,4,2,0,0,"{""answer"":[0,0,0]}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-sequence-04,sequence,0,0,3,0,1,3,0,0,12,6,1,0,0,"{""answer"":[49,91,40]}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-constraint-01,constraint,0,5,13,0,0,3,0,0,12,9,1,0,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""W"",""J2"":""Z"",""J3"":""Z"",""J4"":""Z"",""J5"":""Y"",""J6"":""X"",""J7"":""W"",""J8"":""X"",""J9"":""Y""},""total_cost"":191}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-constraint-02,constraint,0,8,13,1,1,3,0,0,12,7,2,0,1,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""X"",""J3"":""X"",""J4"":""W"",""J5"":""Z"",""J6"":""Z"",""J7"":""Y"",""J8"":""Y"",""J9"":""Y""},""total_cost"":118}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-constraint-03,constraint,1,13,13,0,1,3,1,0,12,9,1,1,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""Y"",""J4"":""X"",""J5"":""W"",""J6"":""Z"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":188}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-constraint-04,constraint,1,13,13,0,1,3,1,0,12,7,1,1,0,"{""answer"":{""J1"":""Y"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""Y"",""J3"":""Z"",""J4"":""Y"",""J5"":""W"",""J6"":""X"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":152}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-logic-01,logic,0,12,17,0,0,3,0,0,12,9,3,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""liar"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-logic-02,logic,0,11,17,0,1,3,0,0,12,9,2,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-logic-03,logic,0,9,17,0,0,3,0,0,12,9,2,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""liar""}}"
7,committee-compare-9x3-fusion,Committee Delegate Fusion,cal-t4-logic-04,logic,1,17,17,0,1,3,1,0,12,9,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
