iteration,strategy_id,strategy_name,case_id,family,exact,partial_correct,partial_total,base_exact,base_oracle,review_calls,review_candidate_oracle,expanded_oracle,new_correct_generated,repair_created_correct_answer,effective_calls,base_unique_candidates,review_unique_outputs,helpful_intervention,harmful_intervention,final_answer
16,direct-1,Direct One,cal-t4-logic-03,logic,0,9,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,direct-1,Direct One,cal-t4-logic-04,logic,0,10,17,0,0,0,,0,0,0,1,1,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
16,plurality-5,Five-Vote Plurality,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,5,1,0,0,0,"{""answer"":[0,0,0]}"
16,plurality-5,Five-Vote Plurality,cal-t4-sequence-02,sequence,1,3,3,1,1,0,,1,0,0,5,5,0,0,0,"{""answer"":[0,71,80]}"
16,plurality-5,Five-Vote Plurality,cal-t4-sequence-03,sequence,0,0,3,0,1,0,,1,0,0,5,3,0,0,0,"{""answer"":[0,0,0]}"
16,plurality-5,Five-Vote Plurality,cal-t4-sequence-04,sequence,0,0,3,0,0,0,,0,0,0,5,3,0,0,0,"{""answer"":[0,0,0]}"
16,plurality-5,Five-Vote Plurality,cal-t4-constraint-01,constraint,0,6,13,0,0,0,,0,0,0,5,4,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""X"",""J5"":""X"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":154}"
16,plurality-5,Five-Vote Plurality,cal-t4-constraint-02,constraint,0,8,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""W"",""J4"":""X"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":151}"
16,plurality-5,Five-Vote Plurality,cal-t4-constraint-03,constraint,0,9,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""Z"",""J3"":""Y"",""J4"":""Y"",""J5"":""Z"",""J6"":""W"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":148}"
16,plurality-5,Five-Vote Plurality,cal-t4-constraint-04,constraint,0,4,13,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""Z"",""J12"":""X"",""J2"":""X"",""J3"":""W"",""J4"":""W"",""J5"":""Y"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":107}"
16,plurality-5,Five-Vote Plurality,cal-t4-logic-01,logic,0,12,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,plurality-5,Five-Vote Plurality,cal-t4-logic-02,logic,0,13,17,0,1,0,,1,0,0,5,5,0,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""truthful"",""J"":""liar"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
16,plurality-5,Five-Vote Plurality,cal-t4-logic-03,logic,0,9,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,plurality-5,Five-Vote Plurality,cal-t4-logic-04,logic,0,10,17,0,0,0,,0,0,0,5,5,0,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,5,1,0,0,0,"{""answer"":[0,0,0]}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-02,sequence,0,0,3,1,1,3,1,1,0,0,8,5,2,0,1,"{""answer"":[42,18,73]}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-03,sequence,1,3,3,0,1,3,1,1,0,0,8,3,2,1,0,"{""answer"":[23,20,24]}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-sequence-04,sequence,0,2,3,0,0,3,0,1,0,0,8,3,3,0,0,"{""answer"":[45,93,97]}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-01,constraint,0,4,13,0,0,3,0,0,0,0,8,4,2,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""W"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""X"",""J5"":""X"",""J6"":""Y"",""J7"":""Z"",""J8"":""Z"",""J9"":""X""},""total_cost"":179}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-02,constraint,0,9,13,0,0,3,0,0,0,0,8,5,2,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""Z"",""J3"":""W"",""J4"":""W"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""X"",""J9"":""X""},""total_cost"":155}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-03,constraint,0,10,13,0,0,3,0,0,0,0,8,5,3,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""W"",""J12"":""Z"",""J2"":""Y"",""J3"":""Y"",""J4"":""X"",""J5"":""Z"",""J6"":""Z"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":173}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-constraint-04,constraint,0,7,13,0,0,3,0,0,0,0,8,5,2,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Y"",""J12"":""X"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""Z"",""J6"":""W"",""J7"":""W"",""J8"":""X"",""J9"":""Z""},""total_cost"":107}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-01,logic,0,12,17,0,0,3,0,0,0,0,8,5,3,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""truthful"",""J"":""liar"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-02,logic,1,17,17,0,1,3,1,1,0,0,8,5,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-03,logic,0,13,17,0,0,3,0,0,0,0,8,5,2,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
16,repair-falsify-5x3-efficient,Efficient Five-Bank Falsifying Repair,cal-t4-logic-04,logic,0,12,17,0,0,3,0,0,0,0,8,5,3,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,5,1,0,0,0,"{""answer"":[0,0,0]}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-02,sequence,0,0,3,1,1,1,1,1,0,0,6,5,1,0,1,"{""answer"":[42,17,83]}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-03,sequence,1,3,3,0,1,1,1,1,0,0,6,3,1,1,0,"{""answer"":[23,20,24]}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-sequence-04,sequence,0,0,3,0,0,1,0,0,0,0,6,3,1,0,0,"{""answer"":[56,82,51]}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-01,constraint,0,6,13,0,0,1,0,0,0,0,6,4,1,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""X"",""J5"":""X"",""J6"":""Y"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":154}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-02,constraint,0,9,13,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""Z"",""J3"":""W"",""J4"":""W"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""X"",""J9"":""X""},""total_cost"":155}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-03,constraint,0,8,13,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""Y"",""J4"":""Y"",""J5"":""Z"",""J6"":""Z"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":139}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-constraint-04,constraint,0,7,13,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Y"",""J12"":""X"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""Z"",""J6"":""W"",""J7"":""W"",""J8"":""X"",""J9"":""Z""},""total_cost"":107}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-01,logic,0,10,17,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""liar"",""G"":""liar"",""H"":""liar"",""I"":""liar"",""J"":""liar"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-02,logic,1,17,17,0,1,1,1,1,0,0,6,5,1,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-03,logic,0,15,17,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,repair-falsify-5x1-efficient,One-Review Five-Bank Falsifying Repair,cal-t4-logic-04,logic,0,12,17,0,0,1,0,0,0,0,6,5,1,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,9,3,0,0,0,"{""answer"":[0,0,0]}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-sequence-02,sequence,1,3,3,0,1,1,1,1,0,0,10,8,1,1,0,"{""answer"":[0,71,80]}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-sequence-03,sequence,0,0,3,0,1,0,,1,0,0,9,3,0,0,0,"{""answer"":[0,0,0]}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-sequence-04,sequence,0,0,3,0,1,0,,1,0,0,9,4,0,0,0,"{""answer"":[0,0,0]}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-constraint-01,constraint,1,13,13,0,1,1,1,1,0,0,10,8,1,1,0,"{""answer"":{""J1"":""X"",""J10"":""Y"",""J11"":""Z"",""J12"":""Y"",""J2"":""Z"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""X"",""J7"":""W"",""J8"":""Y"",""J9"":""W""},""total_cost"":170}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-constraint-02,constraint,0,6,13,0,1,1,0,1,0,0,10,9,1,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""W"",""J3"":""W"",""J4"":""Z"",""J5"":""X"",""J6"":""Z"",""J7"":""Z"",""J8"":""X"",""J9"":""W""},""total_cost"":157}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-constraint-03,constraint,0,8,13,0,0,1,0,0,0,0,10,7,1,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""Y"",""J4"":""Y"",""J5"":""Z"",""J6"":""Z"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":173}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-constraint-04,constraint,0,5,13,0,0,1,0,0,0,0,10,9,1,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Y"",""J12"":""X"",""J2"":""X"",""J3"":""W"",""J4"":""Z"",""J5"":""Z"",""J6"":""W"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":111}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-logic-01,logic,0,12,17,0,1,1,0,1,0,0,10,9,1,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-logic-02,logic,0,12,17,0,1,1,0,1,0,0,10,8,1,0,0,"{""answer"":{""A"":""liar"",""B"":""truthful"",""C"":""liar"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""truthful"",""Q"":""truthful""}}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-logic-03,logic,0,9,17,0,0,1,0,0,0,0,10,8,1,0,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""liar"",""G"":""liar"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""truthful"",""P"":""truthful"",""Q"":""liar""}}"
16,committee-delegate-falsify-9x1,Committee-Delegate One-Review Repair,cal-t4-logic-04,logic,0,10,17,1,1,1,1,1,0,0,10,8,1,0,1,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-01,sequence,0,0,3,0,0,0,,0,0,0,5,1,0,0,0,"{""answer"":[0,0,0]}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-02,sequence,0,0,3,1,1,4,1,1,0,0,9,5,4,0,1,"{""answer"":[42,17,83]}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-03,sequence,1,3,3,0,1,4,1,1,0,0,9,3,4,1,0,"{""answer"":[23,20,24]}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-sequence-04,sequence,0,2,3,0,0,4,0,0,0,0,9,3,3,0,0,"{""answer"":[45,93,97]}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-01,constraint,0,5,13,0,0,4,0,0,0,0,9,4,3,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Y"",""J11"":""Z"",""J12"":""W"",""J2"":""Z"",""J3"":""W"",""J4"":""W"",""J5"":""X"",""J6"":""Y"",""J7"":""X"",""J8"":""Z"",""J9"":""X""},""total_cost"":176}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-02,constraint,0,10,13,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""J1"":""Z"",""J10"":""Y"",""J11"":""X"",""J12"":""Y"",""J2"":""X"",""J3"":""W"",""J4"":""W"",""J5"":""Y"",""J6"":""Z"",""J7"":""W"",""J8"":""Z"",""J9"":""X""},""total_cost"":157}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-03,constraint,0,8,13,0,0,4,0,0,0,0,9,5,3,0,0,"{""answer"":{""J1"":""W"",""J10"":""W"",""J11"":""X"",""J12"":""Z"",""J2"":""W"",""J3"":""Y"",""J4"":""Y"",""J5"":""Z"",""J6"":""Z"",""J7"":""X"",""J8"":""X"",""J9"":""Y""},""total_cost"":173}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-constraint-04,constraint,0,12,13,0,0,4,1,1,1,0,9,5,4,0,0,"{""answer"":{""J1"":""Y"",""J10"":""Z"",""J11"":""Y"",""J12"":""X"",""J2"":""Z"",""J3"":""X"",""J4"":""W"",""J5"":""Y"",""J6"":""W"",""J7"":""W"",""J8"":""X"",""J9"":""Z""},""total_cost"":100}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-01,logic,1,17,17,0,0,4,0,0,0,1,9,5,4,1,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""truthful"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""truthful"",""I"":""liar"",""J"":""truthful"",""K"":""liar"",""L"":""truthful"",""M"":""truthful"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-02,logic,1,17,17,0,1,4,1,1,0,0,9,5,2,1,0,"{""answer"":{""A"":""liar"",""B"":""liar"",""C"":""truthful"",""D"":""liar"",""E"":""truthful"",""F"":""truthful"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""liar"",""M"":""truthful"",""N"":""truthful"",""O"":""truthful"",""P"":""liar"",""Q"":""truthful""}}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-03,logic,0,9,17,0,0,4,0,0,0,0,9,5,2,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""truthful"",""F"":""liar"",""G"":""truthful"",""H"":""liar"",""I"":""liar"",""J"":""truthful"",""K"":""truthful"",""L"":""truthful"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""truthful"",""Q"":""truthful""}}"
16,regenerate-then-repair-5x3x1,Blind Regeneration then Falsifying Integration,cal-t4-logic-04,logic,0,10,17,0,0,4,0,0,0,0,9,5,4,0,0,"{""answer"":{""A"":""truthful"",""B"":""truthful"",""C"":""liar"",""D"":""truthful"",""E"":""liar"",""F"":""truthful"",""G"":""liar"",""H"":""truthful"",""I"":""truthful"",""J"":""truthful"",""K"":""liar"",""L"":""liar"",""M"":""liar"",""N"":""liar"",""O"":""liar"",""P"":""liar"",""Q"":""truthful""}}"
